"VBELN";"ERDAT";"ERNAM";"VKORG";"KUNNR";"POSNR";"ARKTX";"NETWR";"WAERK";"KWMENG"
"11957";"2009-10-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"30.14E0";"EUR";"80.0E0"
"11958";"2009-10-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"3.77E0";"EUR";"10.0E0"
"11959";"2009-10-05 00:00:00.000000000";"MMUELLER";"1000";"1300";"10";"Gluehlampe 80 Watt klar 220/235V";"19.66E0";"EUR";"50.0E0"
"11960";"2009-10-05 00:00:00.000000000";"MMUELLER";"1000";"1460";"10";"CD-ROM Laufwerk";"1120.5E0";"EUR";"15.0E0"
"11961";"2009-10-05 00:00:00.000000000";"MMUELLER";"1000";"1001";"10";"Gluehlampe 60 Watt klar 220/235V";"26.38E0";"EUR";"70.0E0"
"11962";"2009-10-05 00:00:00.000000000";"MMUELLER";"1000";"1002";"10";"Gluehlampe 80 Watt klar 220/235V";"31.46E0";"EUR";"80.0E0"
"11963";"2009-10-05 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"1100.0E0";"EUR";"1.0E0"
"11964";"2009-10-05 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"48400.0E0";"EUR";"44.0E0"
"11965";"2009-10-05 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"55000.0E0";"EUR";"44.0E0"
"11966";"2009-10-05 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"1250.0E0";"EUR";"1.0E0"
"11967";"2009-10-06 00:00:00.000000000";"D036882";"1000";"1175";"10";"Flatscreen MS 1575P";"55000.0E0";"EUR";"44.0E0"
"11969";"2009-10-09 00:00:00.000000000";"D027220";"1000";"100016";"10";"Paket";"4.5E0";"EUR";"1.0E0"
"11973";"2009-10-09 00:00:00.000000000";"D027220";"1000";"100016";"10";"Paket";"0.0E0";"EUR";"1.0E0"
"11987";"2009-10-11 00:00:00.000000000";"D036882";"1000";"100016";"1";"ein Postpaket zum Testen";"8.9E0";"EUR";"1.0E0"
"11989";"2009-10-11 00:00:00.000000000";"D027220";"1000";"100016";"10";"Paket";"3.9E0";"EUR";"1.0E0"
"11990";"2009-10-11 00:00:00.000000000";"D040804";"1000";"100016";"10";"Paket";"5.0E0";"EUR";"1.0E0"
"11991";"2009-10-11 00:00:00.000000000";"D040804";"1000";"100016";"10";"Paket";"8.0E0";"EUR";"1.0E0"
"11992";"2009-10-11 00:00:00.000000000";"D040804";"1000";"100016";"10";"Paket";"3.9E0";"EUR";"1.0E0"
"11993";"2009-10-12 00:00:00.000000000";"D027220";"1000";"100016";"1";"description";"6.9E0";"EUR";"1.0E0"
"11994";"2009-10-12 00:00:00.000000000";"D027220";"1000";"100016";"1";"Paket";"4.9E0";"EUR";"1.0E0"
"11995";"2009-10-12 00:00:00.000000000";"D027220";"1000";"100016";"1";"Paket";"5.5E0";"EUR";"1.0E0"
"12000";"2009-10-12 00:00:00.000000000";"D027220";"1000";"100016";"1";"Paket";"3.9E0";"EUR";"1.0E0"
"12001";"2009-10-13 00:00:00.000000000";"D027220";"1000";"100016";"1";"fdfdhfh";"9.8E0";"EUR";"1.0E0"
"12002";"2009-10-13 00:00:00.000000000";"D036882";"1000";"100016";"1";"ein Postpaket zum Testen";"10.0E0";"EUR";"1.0E0"
"12003";"2009-10-13 00:00:00.000000000";"D036882";"1000";"100016";"1";"ein Postpaket zum Testen";"10.0E0";"EUR";"1.0E0"
"12004";"2009-10-13 00:00:00.000000000";"D036882";"1000";"100016";"1";"ein Postpaket zum Testen";"10.0E0";"EUR";"1.0E0"
"12005";"2009-10-13 00:00:00.000000000";"D036882";"1000";"100016";"1";"ein Postpaket zum Testen";"10.0E0";"EUR";"1.0E0"
"12006";"2009-10-13 00:00:00.000000000";"D027220";"1000";"100016";"1";"describe";"8.9E0";"EUR";"1.0E0"
"12007";"2009-10-13 00:00:00.000000000";"D027220";"1000";"100016";"1";"Paket";"4.9E0";"EUR";"1.0E0"
"12008";"2009-10-13 00:00:00.000000000";"D027220";"1000";"100016";"1";"Paket";"6.0E0";"EUR";"1.0E0"
"12009";"2009-10-13 00:00:00.000000000";"D027220";"1000";"100016";"1";"description";"5.5E0";"EUR";"1.0E0"
"12010";"2009-10-16 00:00:00.000000000";"D027220";"1000";"100016";"1";"Paketbeschreibung";"6.0E0";"EUR";"1.0E0"
"12011";"2009-10-16 00:00:00.000000000";"D027220";"1000";"100016";"1";"Paketbeschreibung";"6.0E0";"EUR";"1.0E0"
"12012";"2009-10-16 00:00:00.000000000";"D027220";"1000";"100016";"1";"sdfsdfsdf";"6.0E0";"EUR";"1.0E0"
"12013";"2009-10-16 00:00:00.000000000";"D027220";"1000";"100016";"1";"Paket";"3.9E0";"EUR";"1.0E0"
"12014";"2009-10-16 00:00:00.000000000";"D027220";"1000";"100016";"1";"Paket";"8.0E0";"EUR";"1.0E0"
"12016";"2009-10-17 00:00:00.000000000";"D027220";"1000";"100016";"1";"fsdfsdf";"5.0E0";"EUR";"1.0E0"
"12017";"2009-10-17 00:00:00.000000000";"D027220";"1000";"100016";"1";"Paket";"3.9E0";"EUR";"1.0E0"
"12018";"2009-10-17 00:00:00.000000000";"D027220";"1000";"100016";"1";"Paket";"3.9E0";"EUR";"1.0E0"
"12019";"2009-10-17 00:00:00.000000000";"D036882";"1000";"100016";"1";"ein Postpaket zum Testen";"10.0E0";"EUR";"1.0E0"
"12020";"2009-10-17 00:00:00.000000000";"D036882";"1000";"100016";"1";"ein Postpaket zum Testen";"10.0E0";"EUR";"1.0E0"
"12021";"2009-10-17 00:00:00.000000000";"D036882";"1000";"100016";"1";"ein Postpaket zum Testen";"10.0E0";"EUR";"1.0E0"
"12023";"2009-10-17 00:00:00.000000000";"D036882";"1000";"100016";"1";"ein Postpaket zum Testen";"10.0E0";"EUR";"1.0E0"
"12026";"2009-10-18 00:00:00.000000000";"D036882";"1000";"100016";"1";"ein Postpaket zum Testen";"10.0E0";"EUR";"1.0E0"
"12028";"2009-10-18 00:00:00.000000000";"D036882";"1000";"100016";"1";"ein Postpaket zum Testen";"10.0E0";"EUR";"1.0E0"
"12029";"2009-10-18 00:00:00.000000000";"D036882";"1000";"100016";"1";"ein Postpaket zum Testen";"10.0E0";"EUR";"1.0E0"
"12030";"2009-10-18 00:00:00.000000000";"D036882";"1000";"100016";"1";"ein Postpaket zum Testen";"10.0E0";"EUR";"1.0E0"
"12032";"2009-10-18 00:00:00.000000000";"D036882";"1000";"100016";"1";"ein Postpaket zum Testen";"10.0E0";"EUR";"1.0E0"
"12033";"2009-10-18 00:00:00.000000000";"D027220";"1000";"100016";"1";"test description";"5.0E0";"EUR";"1.0E0"
"12034";"2009-10-19 00:00:00.000000000";"D027220";"1000";"100016";"1";"Buch";"5.0E0";"EUR";"1.0E0"
"12035";"2009-10-19 00:00:00.000000000";"D027220";"3000";"100016";"1";"description";"6.6E0";"USD";"1.0E0"
"12036";"2009-10-30 00:00:00.000000000";"D027220";"1000";"100016";"1";"Book";"6.0E0";"EUR";"1.0E0"
"12037";"2009-10-30 00:00:00.000000000";"D027220";"1000";"100016";"1";"Book";"6.0E0";"EUR";"1.0E0"
"12038";"2009-11-01 00:00:00.000000000";"D027220";"1000";"100016";"1";"Parcel";"6.0E0";"EUR";"1.0E0"
"12039";"2009-11-03 00:00:00.000000000";"D027220";"1000";"100016";"1";"Package";"6.0E0";"EUR";"1.0E0"
"12040";"2009-11-03 00:00:00.000000000";"D027220";"1000";"100016";"1";"Book";"6.0E0";"EUR";"1.0E0"
"12041";"2009-11-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"30.14E0";"EUR";"80.0E0"
"12042";"2009-11-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"3.77E0";"EUR";"10.0E0"
"12043";"2009-11-05 00:00:00.000000000";"MMUELLER";"1000";"1300";"10";"Gluehlampe 80 Watt klar 220/235V";"19.66E0";"EUR";"50.0E0"
"12044";"2009-11-05 00:00:00.000000000";"MMUELLER";"1000";"1460";"10";"CD-ROM Laufwerk";"1120.5E0";"EUR";"15.0E0"
"12045";"2009-11-05 00:00:00.000000000";"MMUELLER";"1000";"1001";"10";"Gluehlampe 60 Watt klar 220/235V";"26.38E0";"EUR";"70.0E0"
"12046";"2009-11-05 00:00:00.000000000";"MMUELLER";"1000";"1002";"10";"Gluehlampe 80 Watt klar 220/235V";"31.46E0";"EUR";"80.0E0"
"12047";"2009-11-05 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"1100.0E0";"EUR";"1.0E0"
"12048";"2009-11-05 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"48400.0E0";"EUR";"44.0E0"
"12049";"2009-11-05 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"55000.0E0";"EUR";"44.0E0"
"12050";"2009-11-05 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"1250.0E0";"EUR";"1.0E0"
"12051";"2009-12-08 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"30.14E0";"EUR";"80.0E0"
"12052";"2009-12-08 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"3.77E0";"EUR";"10.0E0"
"12053";"2009-12-08 00:00:00.000000000";"MMUELLER";"1000";"1300";"10";"Gluehlampe 80 Watt klar 220/235V";"19.66E0";"EUR";"50.0E0"
"12054";"2009-12-08 00:00:00.000000000";"MMUELLER";"1000";"1460";"10";"CD-ROM Laufwerk";"1120.5E0";"EUR";"15.0E0"
"12055";"2009-12-08 00:00:00.000000000";"MMUELLER";"1000";"1001";"10";"Gluehlampe 60 Watt klar 220/235V";"26.38E0";"EUR";"70.0E0"
"12056";"2009-12-08 00:00:00.000000000";"MMUELLER";"1000";"1002";"10";"Gluehlampe 80 Watt klar 220/235V";"31.46E0";"EUR";"80.0E0"
"12057";"2009-12-08 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"1100.0E0";"EUR";"1.0E0"
"12058";"2009-12-08 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"48400.0E0";"EUR";"44.0E0"
"12059";"2009-12-08 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"55000.0E0";"EUR";"44.0E0"
"12060";"2009-12-08 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"1250.0E0";"EUR";"1.0E0"
"20000015";"2009-04-24 00:00:00.000000000";"ANSELMANNA";"SL31";"23422";"10";"container transportation service";"2793.66E0";"USD";"1.0E0"
"30000049";"2006-01-10 00:00:00.000000000";"LAYER";"2000";"2001";"10";"Bordcomputer";"0.0E0";"GBP";"0.0E0"
"40000084";"2006-03-04 00:00:00.000000000";"KROEGER";"1000";"1032";"10";"Inspektions-Service (Wartungsplan bas.)";"12600.0E0";"EUR";"0.0E0"
"40000087";"2006-06-16 00:00:00.000000000";"KROEGER";"1000";"1171";"10";"Inspektions-Service (Wartungsplan bas.)";"15300.0E0";"EUR";"0.0E0"
"40000089";"2006-10-09 00:00:00.000000000";"DEVEGT";"3000";"1470";"10";"Aircraft Special Control Part";"1000000.0E0";"USD";"0.0E0"
"40000094";"2007-07-05 00:00:00.000000000";"ZECHA";"1000";"1172";"10";"PC Service Plus";"3374.4E0";"EUR";"0.0E0"
"40000095";"2007-07-12 00:00:00.000000000";"ZECHA";"1000";"2141";"10";"Desktop Reparatur Service (nicht konf.)";"1800.0E0";"EUR";"0.0E0"
"40000202";"2009-04-24 00:00:00.000000000";"ANSELMANNA";"SL31";"23422";"10";"Container Transport Service Dry/20 feet";"319.86E0";"USD";"0.0E0"
"5001271";"2007-06-22 00:00:00.000000000";"OHLERTH";"3020";"255";"10";"Campus PC 3000";"1940.0E0";"USD";"1.0E0"
"8524";"2006-01-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"30.14E0";"EUR";"80.0E0"
"8525";"2006-01-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"3.77E0";"EUR";"10.0E0"
"8526";"2006-01-05 00:00:00.000000000";"MMUELLER";"1000";"1300";"10";"Gluehlampe 80 Watt klar 220/235V";"19.66E0";"EUR";"50.0E0"
"8527";"2006-01-05 00:00:00.000000000";"MMUELLER";"1000";"1460";"10";"CD-ROM Laufwerk";"1120.5E0";"EUR";"15.0E0"
"8528";"2006-01-05 00:00:00.000000000";"MMUELLER";"1000";"1001";"10";"Gluehlampe 60 Watt klar 220/235V";"26.38E0";"EUR";"70.0E0"
"8529";"2006-01-05 00:00:00.000000000";"MMUELLER";"1000";"1002";"10";"Gluehlampe 80 Watt klar 220/235V";"31.46E0";"EUR";"80.0E0"
"8530";"2006-01-05 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"1100.0E0";"EUR";"1.0E0"
"8531";"2006-01-05 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"48400.0E0";"EUR";"44.0E0"
"8532";"2006-01-05 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"55000.0E0";"EUR";"44.0E0"
"8533";"2006-01-05 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"1250.0E0";"EUR";"1.0E0"
"8584";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2007";"10";"Tastatur Profesional - Modell NATURAL";"25747.2E0";"EUR";"288.0E0"
"8584";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2007";"20";"Tastatur Standard - Modell EURO";"28596.15E0";"EUR";"477.0E0"
"8584";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2007";"30";"Festplatte 10.80 GB / SCSI-2-Fast";"80407.6E0";"EUR";"364.0E0"
"8584";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2007";"40";"SIM-Modul 4M x 36, 70 ns";"6473.5E0";"EUR";"121.0E0"
"8585";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1460";"10";"SIM-Modul 8M x 32, PS/2-72 Pin EDO-RAM";"10452.8E0";"EUR";"139.0E0"
"8585";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1460";"20";"Festplatte 21.49 GB / SCSI-2-Fast";"57584.5E0";"EUR";"205.0E0"
"8585";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1460";"30";"Prozessor  700  MHz";"20983.6E0";"EUR";"76.0E0"
"8585";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1460";"40";"Tastatur Standard - Modell EURO-Special";"24618.0E0";"EUR";"440.0E0"
"8586";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1172";"10";"Festplatte 42.94 GB / SCSI-2-Fast";"32881.2E0";"EUR";"106.0E0"
"8586";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1172";"20";"SIM-Modul 16M x 32, 70 ns";"14437.2E0";"EUR";"106.0E0"
"8586";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1172";"30";"Tastatur Professional - Modell PROFITEC";"23140.0E0";"EUR";"356.0E0"
"8586";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1172";"40";"Prozessor  500 MHz";"34633.2E0";"EUR";"217.0E0"
"8587";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1360";"10";"Tastatur Professional - Modell MAXITEC";"24101.2E0";"EUR";"356.0E0"
"8587";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1360";"20";"Festplatte 21.13 GB /  ATA-2";"96311.6E0";"EUR";"371.0E0"
"8587";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1360";"30";"SIM-Modul 8M x 36, 70 ns";"6699.0E0";"EUR";"70.0E0"
"8588";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1001";"10";"Gluehlampe 80 Watt matt 220/235V";"113341.8E0";"EUR";"286.0E0"
"8588";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1001";"20";"Gluehlampe 60 Watt matt 220/235V";"130477.2E0";"EUR";"343.0E0"
"8588";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1001";"30";"Gluehlampe 60 Watt gelb 220/235V";"65835.0E0";"EUR";"171.0E0"
"8588";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1001";"40";"Gluehlampe 40 Watt gelb 220/235V";"70363.5E0";"EUR";"183.0E0"
"8589";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1300";"10";"Gluehlampe 80 Watt gelb  220/235V";"59346.7E0";"EUR";"149.0E0"
"8589";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1300";"20";"Gluehlampe 40 Watt matt 220/235V";"108222.4E0";"EUR";"286.0E0"
"8590";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1901";"10";"Deluxe Headlight";"46157.88E0";"USD";"772.0E0"
"8590";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1901";"20";"Motorcycle Helmet - Standard";"105529.35E0";"USD";"353.0E0"
"8591";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2130";"10";"Jotachi SN4000";"20185.2E0";"EUR";"14.0E0"
"8591";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2130";"20";"Flatscreen LE 50 P";"5848.7E0";"EUR";"13.0E0"
"8591";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2130";"30";"Flatscreen MS 1585";"12026.0E0";"EUR";"10.0E0"
"8591";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2130";"40";"Sunny Sunny 01";"6872.0E0";"EUR";"8.0E0"
"8592";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1460";"10";"MAG DX 17F";"11596.2E0";"EUR";"14.0E0"
"8593";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1033";"10";"MAG DX 17F";"39637.2E0";"EUR";"51.0E0"
"8593";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1033";"20";"Sunny Sunny 01";"37503.0E0";"EUR";"45.0E0"
"8593";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1033";"30";"Flatscreen MS 1585";"57570.0E0";"EUR";"50.0E0"
"8593";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1033";"40";"Jotachi SN4000";"78164.8E0";"EUR";"56.0E0"
"8594";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2004";"10";"Flatscreen LE 50 P";"16568.0E0";"EUR";"40.0E0"
"8595";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1174";"10";""Benzintank ""Deluxe""-Zierstreifen"";"18875.0E0";"EUR";"755.0E0"
"8595";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1174";"20";""R³cklicht ""Deluxe"""";"13890.0E0";"EUR";"463.0E0"
"8596";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1360";"10";"Jotachi SN4500";"14378.0E0";"EUR";"20.0E0"
"8596";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1360";"20";"Flatscreen MS 1775P";"17738.0E0";"EUR";"14.0E0"
"8596";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1360";"30";"MAG PA/DX 175";"13030.5E0";"EUR";"15.0E0"
"8596";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1360";"40";"Flatscreen MS 1460 P";"12026.0E0";"EUR";"14.0E0"
"8597";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2007";"10";"Sunny Xa1";"7845.6E0";"EUR";"8.0E0"
"8598";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2140";"10";"Flatscreen MS 1460 P";"72800.0E0";"EUR";"52.0E0"
"8598";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2140";"20";"Flatscreen MS 1775P";"57672.0E0";"EUR";"48.0E0"
"8598";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2140";"30";"MAG PA/DX 175";"45785.6E0";"EUR";"56.0E0"
"8598";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2140";"40";"Jotachi SN4500";"35866.8E0";"EUR";"54.0E0"
"8599";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2200";"10";"Sunny Xa1";"49230.3E0";"EUR";"51.0E0"
"8600";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2300";"10";"SunFun / 1200 cm3";"945000.0E0";"EUR";"63.0E0"
"8601";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2130";"10";"Flatscreen MS 1785P";"24222.6E0";"EUR";"18.0E0"
"8601";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2130";"20";"SEC Multisync XV15";"14237.6E0";"EUR";"13.0E0"
"8601";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2130";"30";"Jotachi SN5000";"17272.0E0";"EUR";"20.0E0"
"8601";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2130";"40";"Sunny Tetral3";"7559.2E0";"EUR";"8.0E0"
"8602";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1172";"10";"Flatscreen LE 64P";"14336.0E0";"EUR";"20.0E0"
"8603";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2140";"10";"SEC Multisync XV15";"47766.4E0";"EUR";"46.0E0"
"8603";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2140";"20";"Flatscreen LE 64P";"37400.0E0";"EUR";"34.0E0"
"8603";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2140";"30";"Flatscreen MS 1785P";"75620.4E0";"EUR";"58.0E0"
"8603";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2140";"40";"Sunny Tetral3";"53070.0E0";"EUR";"60.0E0"
"8604";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2200";"10";"Jotachi SN5000";"43743.6E0";"EUR";"58.0E0"
"8605";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1900";"10";"CrossFun / 350 cm3";"413000.0E0";"EUR";"59.0E0"
"8606";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1460";"10";"SEC Multisync XV 17";"14251.6E0";"EUR";"11.0E0"
"8606";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1460";"20";"MAG DX 15F/Fe";"11023.6E0";"EUR";"14.0E0"
"8606";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1460";"30";"Flatscreen MS 1575P";"8990.4E0";"EUR";"8.0E0"
"8606";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1460";"40";"Sunny Extrem";"2033.0E0";"EUR";"2.0E0"
"8607";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2130";"10";"Jotachi SN 7000";"13345.5E0";"EUR";"15.0E0"
"8608";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2004";"10";"Flatscreen MS 1575P";"47500.0E0";"EUR";"38.0E0"
"8608";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2004";"20";"MAG DX 15F/Fe";"34385.0E0";"EUR";"46.0E0"
"8608";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2004";"30";"SEC Multisync XV 17";"61075.0E0";"EUR";"50.0E0"
"8608";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2004";"40";"Sunny Extrem";"63373.2E0";"EUR";"66.0E0"
"8609";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1033";"10";"Jotachi SN 7000";"47420.8E0";"EUR";"58.0E0"
"8610";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2000";"10";"Pumpe PRECISION 104";"99046.6E0";"EUR";"29.0E0"
"8610";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2000";"20";"Pumpe PRECISION 102";"85038.8E0";"EUR";"28.0E0"
"8610";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2000";"30";"Pumpe PRECISION 101";"123243.2E0";"EUR";"46.0E0"
"8610";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2000";"40";"Pumpe Standard IDESNORM 100-402";"242090.4E0";"EUR";"76.0E0"
"8611";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1032";"10";"Pumpe PRECISION 103";"116319.0E0";"EUR";"35.0E0"
"8612";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1300";"10";"Gluehlampe 80 Watt klar 220/235V";"152954.8E0";"EUR";"389.0E0"
"8612";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1300";"20";"Gluehlampe 80 Watt rot 220/235V";"54772.6E0";"EUR";"137.0E0"
"8612";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1300";"30";"Gluehlampe 60 Watt klar 220/235V";"129242.4E0";"EUR";"343.0E0"
"8612";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1300";"40";"Gluehlampe 40 Watt klar 220/235V";"245120.0E0";"EUR";"640.0E0"
"8613";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1175";"10";"Gluehlampe 60 Watt rot 220/235V";"61936.0E0";"EUR";"160.0E0"
"8613";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1175";"20";"Gluehlampe 40 Watt rot 220/235V";"67936.0E0";"EUR";"176.0E0"
"8614";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2007";"10";""PAQ Bildschirm, 20"", Farbe"";"6161.0E0";"EUR";"5.0E0"
"8615";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"1172";"10";""TFT Bildschirm, 17""1"";"3246.5E0";"EUR";"5.0E0"
"8616";"2006-01-30 00:00:00.000000000";"HAMED";"1000";"2130";"10";""TFT Bildschirm, 17""1"";"19479.0E0";"EUR";"30.0E0"
"8617";"2006-01-30 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 102";"59800.0E0";"EUR";"23.0E0"
"8618";"2006-01-30 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 103";"57000.0E0";"EUR";"19.0E0"
"8619";"2006-01-30 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 104";"76250.0E0";"EUR";"25.0E0"
"8620";"2006-01-30 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 102";"57200.0E0";"EUR";"22.0E0"
"8621";"2006-01-30 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 103";"54000.0E0";"EUR";"18.0E0"
"8622";"2006-01-30 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 104";"79300.0E0";"EUR";"26.0E0"
"8623";"2006-01-30 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 102";"69000.0E0";"EUR";"23.0E0"
"8624";"2006-01-30 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 103";"57800.0E0";"EUR";"17.0E0"
"8625";"2006-01-30 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 104";"82800.0E0";"EUR";"24.0E0"
"8626";"2006-01-30 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 102";"96000.0E0";"EUR";"32.0E0"
"8627";"2006-01-30 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 103";"78200.0E0";"EUR";"23.0E0"
